smiles,group,drugbank
CN(C)C[C@H](O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,test,-1
O=C1N(Cc2ccccc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccccc1,test,-1
CC(O[PH](=O)(=O)O)C(=O)O,test,-1
O=C(O)C(=O)Nc1cc2ccccc2cc1C(=O)O,test,-1
NC(CCl)C(=O)O,test,-1
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)[O-],test,-1
COC(=O)C(Cc1cccc(C(=N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1,test,-1
NCCO[PH](=O)(=O)O,test,-1
CC[C@@H](C)C(N)C(=O)O,test,-1
N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4ccccc4F)c3O)nc2c1,test,-1
CC(=O)N1CCC[C@@H](C)C1,test,-1
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,test,-1
COC(=O)C1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,test,-1
CC(=O)NC(CCCN(O)C(=O)C=C(C)CCO)C(=O)OCCC(C)=CC(=O)N(O)CCCC1NC(=O)C(CCCN(O)C(=O)C=C(C)CCO)NC1=O,test,-1
NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1,test,-1
COCCOC,test,-1
O=C(O)Cc1cccc2ccccc12,test,-1
O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,test,-1
NC(=O)c1c[n+]([C@@H]2O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O[PH](=O)(=O)O)[C@@H]3O)[C@@H](O)[C@H]2O)ccc1O,test,-1
Cn1c(=O)c(O)c(O)c2ccccc21,test,-1
CCC(C)C(N)C(=O)NS(=O)(=O)NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,test,-1
O=C(C(O)O)C(O)CO[PH](=O)(=O)O,test,-1
NC(Cc1ccc(O)c(I)c1)C(=O)O,test,-1
O=c1cc(CO)occ1O,test,-1
COc1nccnc1C(C)C,test,-1
C[C@H](Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1,test,-1
CC(=O)CC(=O)O,test,-1
N=C([S-])c1ccc[n+]([C@@H]2O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O[PH](=O)(=O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,test,-1
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)C=CC(C)[C@@H](C(C)C)OC(=O)C12,test,-1
O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12,test,-1
NC(Cc1ccc2ccccc2c1)C(=O)O,test,-1
N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,test,-1
CC(=O)N[C@@H]1[C@@H](O)C[C@](Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,test,-1
N=C(N)c1cc2cc(-c3cccc(OC4CCCC4)c3O)[nH]c2cc1Cl,test,-1
Cn1cc(C2=C(c3cccc(NC[C@H](O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,test,-1
CN(CCCC1CCCCC1)C(=O)C(CCC(=O)O)NC(=O)N(CC(=O)O)Cc1ccc(O[PH](=O)(=O)O)cc1,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,test,-1
O=C(CO)CO,test,-1
Cc1cccc(O)c1,test,-1
Cn1c(=O)c2[nH]c(N)nc2n(C)c1=O,test,-1
O=[PH](=O)(O)OC(CO)CO,test,-1
C=CC(C)(C)OC[C@H]1O[C@H](O[C@@H]2C3=C([C@H](C)COC(C)=O)C[C@H](O)[C@]3(C)/C=C3\[C@@H](COC)CC[C@H]3[C@@H](C)[C@H]2O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1O,test,-1
Oc1c2ccccc2c2c3c(cccc13)N=N2,test,-1
CC(C)(CO)C(=O)C(O)NCCC(=O)O,test,-1
NS(=O)(=O)c1ccc(F)cc1,test,-1
CC(C)=CCO[PH](=O)(=O)O[PH](=O)(=O)O,test,-1
C=c1ncc(=C)c(N)n1,test,-1
N[C@H]1C=C(CO)C[C@H](O)[C@H]1O,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(S)O[C@H]2[C@H]1O,test,-1
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O[PH](=O)(=O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O[PH](=O)(=O)O)[C@H]1O,test,-1
O=C1NC(=O)C(c2cccc(Cl)c2)C1=Nc1ccc(Cl)c(C(=O)O)c1,test,-1
O=C(O)c1cccnc1C(=O)O,test,-1
NC[C@@]1(O)NC(=O)C(=O)N1CC(=O)O,test,-1
CCO[PH](=O)(=O)O[PH](=O)(=O)O,test,-1
C[C@H](CO)CCO[PH](=O)(=O)O[PH](=O)(=O)O,test,-1
O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)O)c1,test,-1
CC1=CC[C@H](N(C)C)CC1,test,-1
C[N+](C)(C)CCS,test,-1
CCC(=N)C(=O)O,test,-1
CC(C)O[PH](=O)(=O)OCC(N)C(=O)O,test,-1
CC[C@@]1(O)C=C(O[C@H]2C[C@H](N(C)C)[C@H](O[C@@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)C(C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(O)c4cccc(O)c4c(O)c3c2O)C1,test,-1
CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)n1,test,-1
Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,test,-1
CC(CCC(=O)C=O)=NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,test,-1
Oc1cc2cc[nH]c2cc1O,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)O)[C@@H](O[PH](=O)(=O)O)[C@H]1O,test,-1
Cc1ncc(CO[PH](=O)(=O)O)c(CNC(CCC(=O)O)C(=O)O)c1O,test,-1
CCCCCCCCCCCCC(=O)O[C@@H](CCCCCCCCCCCC)CC(=O)O,test,-1
NC(CCCCNC(C(=O)O)C(=O)O)C(=O)O,test,-1
O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,test,-1
CC(O[C@@H](O)CC(N)C(=O)O)C(N)C(=O)O,test,-1
O=S(=O)(O)O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1O,test,-1
C=C(O[PH](=O)(=O)O)C(=O)O,test,-1
CCCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c2ccccc12)NC(C)=O,test,-1
N=C(NCCCC(N)C(=O)NC(CCN)C(N)=O)N[N+](=O)[O-],test,-1
O[C@H]1CSSC[C@@H]1O,test,-1
O=C1NC(=O)[C@]2(N1)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,test,-1
N[C@@H](O)O[C@@H]1Cc2ccccc2[C@@H]1C1CN[C@@](Cc2ccccc2)(CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CCOC2)C1=O,test,-1
Cc1cccc2c(=O)[nH]c(N)nc12,test,-1
[C-]#[N+]CCCC,test,-1
COc1c(F)c(F)c(C(N)=O)c(F)c1F,test,-1
CCNC(=O)CCNC(=O)C(O)C(C)(C)CO[PH](=O)(=O)O[PH](=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[PH](=O)(=O)O,test,-1
CC(=O)NC(Cc1ccc([PH](=O)(=O)O)c([PH](=O)(=O)O)c1)C(=O)N[C@H]1CCCCc2cc(OCC3CCCCC3)c(C(N)=O)cc21,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)OC(=O)C(N)Cc2c[nH]c3ccccc23)[C@@H](O)[C@H]1O,test,-1
C[PH](=O)(=O)CC(=O)CC(=O)O,test,-1
N=C(N)NOCCC(N)C(=O)O,test,-1
NC(CCC(=O)NC(CS[C@@H]1c2ccccc2-c2ccccc2[C@H]1O)C(=O)NCC(=O)O)C(=O)O,test,-1
CC(=N)NCC[C@H](F)CC(N)C(=O)O,test,-1
O=C(C1CCN(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,test,-1
CC(=O)OCC(N)C(=O)O,test,-1
Cc1c(-c2cc(Br)c(O)c(Br)c2)oc2ccc(O)cc2c1=O,test,-1
O=[PH](=O)(O)/C=C/[C@@H](O)[C@@H](O)[C@H](O)CCO,test,-1
C[C@@H]1C[C@H](O)[C@@H](O)[C@@H](O)O1,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)O)[C@@H](O[PH](=O)(=O)O)[C@H]1O,test,-1
NN1C(=O)N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O,test,-1
CN(C)C=O,test,-1
CC(C)(CO[PH](=O)(=O)O[PH](=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[PH](=O)(=O)O)C(=O)C(O)NCCC(=O)NCCSO,test,-1
CC(C)C(NC(N)=O)C(=O)O,test,-1
O=C1CCNC(=O)N1,test,-1
CO[C@H](Cc1ccccc1)[C@H](C)/C=C(C)/C=C/[C@H](N)C(C)C(=O)O,test,-1
CCCC[N+](CCCC)(CCCC)CCCC,test,-1
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,test,-1
C=C(O)c1c2[nH]c(c1C)/C=c1\[nH]c(c(CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)c1C)=C1c3[nH]c(c(C)c3C(=O)C1C(=O)OC)Cc1[nH]c(c(C)c1CC)C2,test,-1
NC(=O)c1cncc(Br)c1,test,-1
C[C@@H]1C[C@@H](N(C)O)NC1C(=O)O,test,-1
O=C(O)CCCCCC(=O)O,test,-1
NC(CC(=O)O[PH](=O)(=O)O)C(=O)O,test,-1
CCCCC(NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc1cc[nH]n1,test,-1
C[C@@](CO)(O[PH](=O)(=O)O)[C@H](O)CO[PH](=O)(=O)O[PH](=O)(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)O[PH](=O)(=O)O)C[C@H]1O,test,-1
O=c1ccn([C@@H]2O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,test,-1
CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,test,-1
O=[PH](=O)(O)O[C@H]1[C@@H](O)[C@@H](O[PH](=O)(=O)O)[C@H](O)[C@@H](O[PH](=O)(=O)O)[C@@H]1O[PH](=O)(=O)O,test,-1
Nc1nc2c(ncn2[C@@H]2O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)O[PH](=O)(=O)S)[C@@H](O)[C@H]2O)c(=O)[nH]1,test,-1
CN(Cc1cc2ccccc2n1C)C(=O)C=Cc1ccc(N)nc1,test,-1
O=C(O)C(c1ccccc1)S(=O)(=O)O,test,-1
C[C@@H](NC(=O)CCCCC(NC(=O)CN)C(=O)O)[PH](=O)(=O)O,test,-1
OC[C@H]1O[C@H](S)[C@H](O)[C@@H](O)[C@@H]1S,test,-1
O=C(NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)CO)OCc1ccccc1,test,-1
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](OS(=O)(=O)O)[C@@H]1O,test,-1
C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)C(C)[C@@H](O)[C@@H](C)CCC1,test,-1
CN1[C@H]2CC[C@@H]1CC(=O)C2,test,-1
O=c1[nH]c(=O)c2[nH]nnc2[nH]1,test,-1
N=C(N)c1ccc2[nH]c(C(=O)c3nc4cc(C(=N)N)ccc4[nH]3)nc2c1,test,-1
CON[C@H]1CC(C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1,test,-1
O=C(c1ccccc1)c1ccccc1,test,-1
CN(C(=O)c1cc(OS(=O)(=O)c2ccc3ccccc3c2)ccc1NS(=O)(=O)c1ccc2ccccc2c1)C(CC(=O)O)C(=O)O,test,-1
O=C(O)C=Cc1ccc(O)c(O)c1,test,-1
C[C@H](O)C[C@](C)(O)CO,test,-1
CSCC[C@H](N)C(O)(O)c1ccccn1,test,-1
CSCCC(NC(=O)C1CCCN1C(=O)C(Cc1ccc(O)cc1)NC(=O)CS)C(N)=O,test,-1
CC(C)C(N)C(=O)N1CCCC1,test,-1
O=C1C(O)C(O)C(O)O[C@@H]1CO,test,-1
O=C(N[C@@H]1CO[C@H](CO)C1)C(OCc1ccccc1)[C@H](O)[C@@H](O)C(OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,test,-1
CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(N[C@H]3CC[C@H](N)CC3)nc12,test,-1
C[C@@]12C=CC[C@H]1[C@@H]1CC[C@H]3C[C@H](O)CC[C@]3(C)[C@H]1CC2,test,-1
C[C@H](CCC(=O)N(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCCNC(=O)C(O)C(O)C(O)C(O)CO)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,test,-1
CC(NC(=O)OCc1ccccc1)C(=O)NC(C(=O)N[C@H](CO)Cc1ccccc1)C(C)C,test,-1
CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)C(=O)[C@@]1(C(=O)C(C)C)C2=O,test,-1
O=[PH](=O)(O)O[PH](=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)OC(=O)C(N)CC(=O)O)[C@@H](O)[C@H]1O,test,-1
O=c1[nH][nH]c(=O)c2cc(-[n+]3nc(/C=C/c4ccccc4)nn3-c3nc4ccccc4s3)ccc12,test,-1
CC(CC(=O)O)C(N)C(=O)O,test,-1
NC(Cc1cncn1[PH](=O)(=O)O)C(=O)O,test,-1
O=S(=O)(O)OC[C@H]1O[C@H](O[C@]2(COS(=O)(=O)O)O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]2OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O,test,-1
CCn1c(O)ccc1O,test,-1
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO[PH](=O)(=O)O)O2)cc1Br,test,-1
COc1ccc(O)c(-c2nc3cc(C(=N)N)ccc3[nH]2)c1,test,-1
Nc1nc2nn(-c3cccc(C(=O)O)c3)nc2c(=O)[nH]1,test,-1
CC(=O)NC(Cc1ccc(OCC(=O)O)c([PH](=O)(=O)O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,test,-1
OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CCC(N)C(=O)O)[C@@H](O)[C@H]1O,test,-1
CCC1=C(C)c2cc3c(CC)c(C)c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5CCC(=O)O)c(CCC(=O)O)c4C)n3C,test,-1
c1ccc(-c2cccc(-c3ccccn3)n2)nc1,test,-1
O=C(C(O)C(O)CO)[C@H](O)CO,test,-1
NC(CSO)C(=O)O,test,-1
NCCCCN,test,-1
CCCCC=O,test,-1
O=[N+]([O-])c1ccccc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,test,-1
ON=C1NCC(O)C(O)C1O,test,-1
OC[C@H]1NC(=NO)C(O)C(O)C1O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,test,-1
O=C(C(O)CO)C(O)CO[PH](=O)(=O)O,test,-1
O=C(NO)c1ccccc1,test,-1
Oc1cccc(-c2ccccc2Cl)c1O,test,-1
C=c1c(C)c(O)c(=C)c(C)c1O,test,-1
Nc1nc(N)c2c(Cl(=O)=O)c(N)ccc2n1,test,-1
CC(C)(CO)C(=O)C(O)O,test,-1
O=C(O)c1cc(=O)c2c(Cl)cc(Cl)cc2[nH]1,test,-1
Cc1cc[nH]c1,test,-1
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,test,-1
CC(C)CCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,test,-1
O=C(O)CC(=O)N[C@@H](CS)Cc1ccccc1,test,-1
OC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O,test,-1
Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O[PH](=O)(=O)O)c(=O)[nH]1,test,-1
NC(Cc1c[nH]cn1)C(=O)Nc1ccc2ccccc2c1,test,-1
N=C(N)c1ccc2[nH]cnc2c1,test,-1
O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(C(=O)c2ccccc2O)cc1)c1ccc(O)cc1,test,-1
Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C,test,-1
Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2,test,-1
NC(=O)c1ncn([C@@H]2O[C@H](CO[PH](=O)(=O)O)[C@@H](O)[C@H]2O)c1O,test,-1
Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,test,-1
O=Cc1ccccc1O[PH](=O)(=O)O,test,-1
O=C1CCc2c(-c3ccc(F)cc3F)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl,test,-1
CNC(=O)C(N)C(C)(C)C,test,-1
COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,test,-1
CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCc1cccnc1,test,-1
c1cn2cnc3[nH]cnc3c2n1,test,-1
c1ccc2c(CCc3ccncc3)c[nH]c2c1,test,-1
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,test,-1
OCCCCO,test,-1
NCCS(=O)(=O)O,test,-1
Oc1cccc(Cl)c1,test,-1
CC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,test,-1
CCOC(=O)c1c(C)nn(-c2cccc([N+](=O)[O-])c2)c1C,test,-1
CN1CN([C@@H]2O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,test,-1
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O[PH](=O)(=O)O)[C@H]2O)c(=O)n1,test,-1
NC(Cc1ccc(O[PH](=O)(=O)O)cc1)C(=O)O,test,-1
COc1ccc(N2C[C@H](O)c3cc(S(N)(=O)=O)sc3S2(=O)=O)cc1,test,-1
O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[PH](=O)(=O)N[PH](=O)(=O)O[PH](=O)(=O)O)O2)c(=O)[nH]1,test,-1
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[PH](=O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC,test,-1
CC(C)S(=O)(=O)NCCCn1c2c(c3ccccc31)C(=O)CN1CCCC[C@@H]21,test,-1
NCC=S,test,-1
CC(C)(CO[PH](=O)(=O)O[PH](=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[PH](=O)(=O)O)C(O)C(=O)NCCC(=O)NCCSCC(=O)C(F)(F)F,test,-1
CCCCCCCCC(=O)N(CCO)C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,test,-1
O=C(O)C=Cc1c[nH]cn1,test,-1
Nc1nc2c(ncn2[C@@H]2O[C@H](CO[PH](=O)(=O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,test,-1
NC(COS(=O)(=O)Cc1ccccc1)C(=O)O,test,-1
N=C(C(=O)O)C1C[C@@H](SCC(N)C(=O)O)NO1,test,-1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)C[PH](=O)(=O)OC[C@H]2O[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,test,-1
Nc1cccc2cc3ccccc3cc12,test,-1
N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1,test,-1
Cn1c[n+](C)c2c1N[C@@H](N)N[C@H]2O,test,-1
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,test,-1
NC(Cc1ccc(I)cc1)C(=O)NO,test,-1
O=S(=O)(O)O[C@H]1[C@@H](O)O[C@@H]2CO[C@H]1[C@H]2O,test,-1
N=C(N)NCCCC(NC(=O)C(=O)C(CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)NC(CC1CCCCC1)C(=O)O,test,-1
CC(=O)NC(CCCN=C(N)N)C(=O)O,test,-1
Cc1c(N)cccc1F,test,-1
Cc1ncc(C[n+]2csc(CCO[PH](=O)(=O)O[PH](=O)(=O)[O-])c2C)c(N)n1,test,-1
c1ccc(C[C@H]2CN(c3cc(-c4ccncc4)c(-c4ccc5ccccc5c4)nn3)CCN2)cc1,test,-1
COC(=O)C1CCCN1C(=O)C(C)N[PH](=O)(=O)[C@H](Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)OCc1ccccc1,test,-1
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C,test,-1
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](CC(=O)NO)CO[C@H](CO)[C@H]1O,test,-1
CC(C)(CO[PH](=O)(=O)O[PH](=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O[PH](=O)(=O)O)C(O)C(=O)NCCC(=O)NCCS,test,-1
Cc1ncc(CO[PH](=O)(=O)O)c(CNC(C)C(=O)O)c1O,test,-1
OCCNc1ncnc2c1nc1ccccn12,test,-1
Cc1cn([C@@H]2O[C@H](CO[PH](=O)(=O)O)[C@@H](O)[C@H]2O)c(=O)nc1N,test,-1
Cc1cccnc1,test,-1
O=[N+]([O-])c1cccc2c(Br)[nH]nc12,test,-1
CCCCCCC[C@@H](O)C[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,test,-1
Nc1nc(N)c2c(Sc3ccc(N4CCOCC4)cc3)cccc2n1,test,-1
CC(=N)C(N)=O,test,-1
COc1cc(OC)cc(-c2nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)n2)c1,test,-1
CC=CC(=O)C(=O)O,test,-1
O=C1N2CC(c3ccc(O)cc3)=NC(Cc3ccccc3)C2=N[C@@]1(Cc1ccc(Br)cc1)OO,test,-1
O=[PH](=O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,test,-1
CCCCn1c(=O)n(Cc2ccccc2F)c(=O)c2[nH]c(Cc3ccc(NC(C)=O)cc3)nc21,test,-1
CC(C)(C)NC(=O)C1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,test,-1
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,test,-1
NC(CCCNC(=O)C[PH](=O)(=O)O)C(=O)O,test,-1
COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1,test,-1
NC1=NC(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2N1,test,-1
C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,test,-1
OC[C@H]1O[C@@H](OC2C(O)C(O)c3nccn3[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,test,-1
N=C(N)c1ccc(CC(=O)C(=O)O)cc1,test,-1
O=C(O)Cc1ccc2cc3cccc(O)c3c(O)c2c1O,test,-1
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,test,-1
NC(=O)C1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,test,-1
Cc1ncc(CO)c(N)n1,test,-1
Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](CO[PH](=O)(=O)O)O2)c(=O)[nH]1,test,-1
CC(C)C(NC(=O)C(CS)NC(=O)CCCC(N)C(=O)O)C(=O)O,test,-1
CN(Cc1coc2nc(N)nc(N)c12)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,test,-1
N=C(NCCC[C@H](N)CNCCN)N[N+](=O)[O-],test,-1
O=C(CO)CO[PH](=O)(=O)OC1[C@H](O)[C@@H](O[PH](=O)(=O)O)[C@H](O[PH](=O)(=O)O)[C@@H](O)[C@H]1O,test,-1
O=C(Nc1ccc(I)cc1)NC1CCCCC1,test,-1
Cc1cc2ncn([C@H]3O[C@H](CO[PH](=O)(=O)O)[C@@H](O)[C@H]3O)c2cc1C,test,-1
O=c1c2c(oc(O)c1[C@H](c1cccc(NS(=O)(=O)c3ccccc3)c1)C1CC1)CCCCCC2,test,-1
O[C@@H]1[C@H](O)CN2CCC[C@@H](O)[C@H]12,test,-1
CCCCCCCCCCCCCCCCS(=O)(=O)F,test,-1
