smiles,group,drugbank
CC(C)CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](=O)(=O)O)[C@@H](O)[C@H]1O,test,-1
Nc1cccc(CCc2ccc3cc[nH]c3c2)n1,test,-1
N=C(N)c1ccc2[nH]c(-c3[nH]nc(-c4ccccc4)c3O)nc2c1,test,-1
CCCCC/C=C\C[C@H](O)C=CCC(=O)CCCCC(=O)O,test,-1
CCCCC/C=C\C/C=C\[C@H](O)CC(=O)CCCCC(=O)O,test,-1
Brc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12,test,-1
C/C(=C\S(=O)(=O)NC1CCN(C(C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1,test,-1
Cc1c(O)cccc1C(=O)Nc1cccc2ccc(C(=N)N)cc12,test,-1
OCc1[nH]nnc1-c1ccc2c(-c3cc4cc(CN5CCCCC5)ccc4[nH]3)[nH]nc2c1,test,-1
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,test,-1
CS(=O)(=O)N1CCC([C@H]2c3ccc(Cl)cc3C(N3CCNCC3)=Cc3cccnc32)CC1,test,-1
N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,test,-1
Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,test,-1
CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)OCc1ccccc1)C(C)CC,test,-1
O=C(Cc1ccc(N2CCCCC2)cc1)Nc1[nH]nc2ccc(N3CCCS3(=O)=O)cc12,test,-1
CCCCCCCCCCCC[P+](C)(C)CC([PH](=O)(=O)O)[PH](=O)(=O)O,test,-1
Cc1ccc(Cl)cc1NC(O)c1cc(O)n(C2CCCCC2)c1,test,-1
CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)OC)C(C)CC,test,-1
CCOC(=O)C1OC1C(=O)NC(C(=O)NC(C)C(=O)O)C(C)CC,test,-1
CCOC(=O)C1OC1C(=O)NC(C(=O)NC(C(=O)O)C(C)CC)C(C)CC,test,-1
O=CNc1ccc2[nH]c3cc(-c4ccccc4Cl)c4c(c3c2c1)C(=O)NC4=O,test,-1
N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,test,-1
COc1ccc(Cl)cc1NC(=O)Nc1cncc(O[C@@H](C)CN(C)C)n1,test,-1
COc1cc(-c2ccccc2)c(O)c(-c2cc3cc(C(=N)N)ccc3[nH]2)c1,test,-1
O=C1C(c2ccc(O)cc2)=C(Br)c2ccc(O)cc21,test,-1
CCC(C)C(NC(=O)C1OC1C(=O)NCc1ccccc1)C(=O)N1CCCC1C(=O)O,test,-1
C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,test,-1
CC#CCOc1ccc(S(=O)(=O)NC(Cc2c[nH]c3ccc(C)cc23)C(=O)O)cc1,test,-1
CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,test,-1
CNc1nccc(-c2ccc(C(=O)N[C@H](CN)Cc3ccc(Cl)cc3Cl)s2)n1,test,-1
Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,test,-1
O=C(c1ccc(OC[C@H]2CCCN2)cc1)c1ccc(-c2ccsc2)cc1,test,-1
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,test,-1
Cn1cnc2cc(C#N)c(-c3ccccc3Cl)c(CN)c21,test,-1
O=C(O)CCON=C1c2ccccc2-c2ccccc21,test,-1
O=C(O)c1[nH]c(O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c12,test,-1
CN1CCC2(CC1)NC(=O)c1c(c3ccc(Cl)c(Cl)c3n1C)[C@H]2C#N,test,-1
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ncccc13)C2,test,-1
CCc1nc(N)nc(N)c1-c1ccc(NCc2cc(F)cc(F)c2)cc1,test,-1
COc1cccc(-c2cccc(CCc3cccc(N)n3)c2)c1,test,-1
N[C@](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)(C(=O)NO)C(F)(F)F,test,-1
NC(=O)NCc1cccc(-c2cccc(-c3cc4cnccc4[nH]3)c2O)c1,test,-1
COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC,test,-1
COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCCC1,test,-1
COc1cc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc(OC)c1OC,test,-1
COc1ccc(Nc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)n2)cc1Cl,test,-1
NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,test,-1
CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,test,-1
CS(=O)(=O)Nc1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,test,-1
Clc1ccc2c(c1Nc1ccnc(Nc3cccc(N4CCOCC4)c3)n1)OCO2,test,-1
NC(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,test,-1
Cn1cc(CCO)c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,test,-1
O[C@@H](c1ccncc1)c1ccc(OCCN2CCCC2)cc1,test,-1
NCc1ccc(-c2cccs2)cc1,test,-1
c1ccc(CNc2ccc(OC[C@H]3CCCN3)cc2)cc1,test,-1
Nc1nccc2ccc(CN3CCC(NS(=O)(=O)c4cc5ncccc5s4)C3=O)cc12,test,-1
N=C(N)N=C(N)SCc1cccc(C(F)(F)F)c1,test,-1
O=C(c1ccccc1)C(Cc1ccc(C(F)(F)[PH](=O)(=O)O)c(Br)c1)c1ccccc1,test,-1
O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,test,-1
O=C(O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4)cc21)C(=O)NC3=O,test,-1
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c(C)n[nH]c1-4,test,-1
Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1,test,-1
NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,test,-1
CC(C)[C@H](NC(=O)OCc1ccccc1)[PH](=O)(=O)CC(C(=O)O)c1cccc(CN)c1,test,-1
COc1cc(-c2cccc(N)c2)c2oc(NS(=O)(=O)c3cc(Cl)ccc3Cl)nc2c1,test,-1
N[C@@H](CC(=O)N1CCCNC(=O)C1CC(F)(F)F)Cc1cc(F)c(F)cc1F,test,-1
CCOc1nc(NC(=O)Cc2cc(OC)c(Br)cc2OC)cc(N)c1C#N,test,-1
Cc1cc(S(=O)(=O)N2CCCC2C(=O)O)c(N)cc1Cl,test,-1
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,test,-1
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21,test,-1
CCOc1nc(C(=O)NCc2cc(OC)ccc2OC)ccc1C#N,test,-1
CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)CCc2ccc(Cl)s2)C1=O,test,-1
CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)/C=C/c2ccc(Cl)s2)C1=O,test,-1
CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C,test,-1
CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,test,-1
Nc1ncccc1NCc1ccccc1,test,-1
COc1ccccc1/C=N\OCCC(=O)O,test,-1
O=C(O)c1cccc2c3c(n(Cc4ccccc4)c12)CCCC3,test,-1
Nc1ncccc1NCc1cccc(-c2cccnc2)c1,test,-1
COc1ccc(S(=O)(=O)[C@H](CC(=O)O)C(F)F)cc1,test,-1
Cc1c(-n2c(O)c3n(c2=O)CC[C@H]3O)ccc(C#N)c1Cl,test,-1
Oc1cc(Cc2ccccn2)ccc1Oc1ccc(Cl)cc1Cl,test,-1
O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,test,-1
O=C(O)COc1c(C(=O)O)sc(-c2cccc(NCc3ccccc3)c2)c1Br,test,-1
Cc1cc(S(=O)(=O)NC(C(=O)NO)C2CCOCC2)ccc1F,test,-1
N#Cc1cnn(-c2ccc(Cl)cc2)c1N,test,-1
Nc1nc(-c2ccc(O)cc2)cs1,test,-1
CC(=O)CNC(=O)OCc1ccccc1,test,-1
O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccc(O)cc12,test,-1
O=C1O/C(=C\c2cccc3ccccc23)C(=O)C1c1ccc(Cl)cc1,test,-1
c1ccc(-c2oc3ncnc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1,test,-1
O=C(O)COc1c(C(=O)O)sc2ncccc12,test,-1
CC(C)CCC(=O)NC(C(=O)NC(CCCNC(N)N)C(=O)c1nccs1)C(C)C,test,-1
COCCOc1cc2ncc3c(N)nc(-n4ccnc4)cc3c2cc1OC,test,-1
c1ccc2c(c1)[nH]c1ccccc12,test,-1
CCCCC/C=C\C=C\[C@@H](O)CCCCCCCC(=O)O,test,-1
COc1cncc(-c2cccc(CNc3cccnc3N)c2)c1,test,-1
O=C(O)c1ccc(-c2ccccc2OC(F)(F)F)o1,test,-1
O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1,test,-1
CCOC(=O)N1CCC(Nc2cc(Cl)ccn2)CC1,test,-1
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(-c3ccccc3C)nncc2c1,test,-1
O=C(O)c1ccc(Cc2ccccc2Cl)o1,test,-1
O=C(O)c1cc(Br)ccc1NS(=O)(=O)c1ccc(Cl)cc1,test,-1
C[C@H](N=C1NC(=O)[C@@](C)(C(F)(F)F)S1)c1ccccc1F,test,-1
O=C1Nc2cncc(n2)OCCCCCOc2ccc(Cl)cc2N1,test,-1
O=S(=O)(Nc1nc2cc(Cl)ccc2o1)c1cc(Cl)ccc1Cl,test,-1
Cc1ccc(NS(=O)(=O)c2ccccc2)c(C(=O)O)c1,test,-1
COc1cc(OC)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,test,-1
O=C(Nc1ccc([C@@H](O)CO)cc1)c1cc2cc(Cl)ccc2[nH]1,test,-1
C[C@](O)(c1ccc(C(=O)N(C2CC2)C2CCN(CC3(C(N)=O)CC3)CC2)cc1)C(F)(F)F,test,-1
O=C1OCCC1C=Nc1ccccc1,test,-1
N=C1N[C@H](CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21,test,-1
Nc1nc(N)nc(-c2cc3ccccc3cc2Br)n1,test,-1
C[C@H]1CC[C@@H](NCc2ccc3c(c2)Cc2c(-c4ccc(C(=O)O)cc4)n[nH]c2-3)CC1,test,-1
COc1cc(-c2ccc(OC)nc2)c2oc(NS(=O)(=O)c3cc(Cl)ccc3Cl)nc2c1,test,-1
O=C(O)c1c(NS(=O)(=O)c2ccccc2)ccc2c1CCCC2,test,-1
CN(C)C/C=C\c1cc(F)ccc1S(=O)(=O)Nc1ccc2c(c1C(=O)O)CCCC2,test,-1
Cc1cc(C#Cc2ccccc2CNn2ccoc2=O)nc(N)n1,test,-1
Cc1cc(CNS(=O)(=O)c2cccc(N=CC3CCOC3=O)c2)nc(N)n1,test,-1
O=C(Nc1cncnc1)c1c(Cl)ccc2c(Nc3cccc(C(F)(F)F)c3)noc12,test,-1
CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Br)cccc1Br,test,-1
COC(=O)c1ccc(NC(=O)NC[C@H]2CCC(C(=O)N3CCC[C@H]3CN)N2)cc1,test,-1
O=C(O)CCCCN(Cc1ccc([N+](=O)[O-])cc1)C[PH](=O)(=O)O,test,-1
CCCN1CCC(c2nc3c(C(N)=O)cccc3[nH]2)CC1,test,-1
O=C(O)Cc1ccc([N+](=O)[O-])cc1,test,-1
CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Cl)cccc1Cl,test,-1
COc1ccc(S(=O)(=O)NCC2CC2)cc1Nc1ncc(-c2cccc(-c3cccnc3)c2)o1,test,-1
CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccn4)c3)o2)c1,test,-1
CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,test,-1
COc1cc(-c2ccc3c(-c4nc5ccccc5[nH]4)[nH]nc3c2)ccc1O,test,-1
N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)ccc4[nH]ccc34)n2)cc1,test,-1
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],test,-1
Cn1cc(O)c2cc(O)c(O)cc21,test,-1
c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,test,-1
CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](N)[C@H]1O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1,test,-1
O=C(Cn1ccnc1)C12CC3CC(CC(C3)C1)C2,test,-1
N#Cc1ccc(Nc2nc(N)nc(Oc3c(Cl)cccc3Cl)n2)cc1,test,-1
CCOCCOCCOCCOCCOCCO,test,-1
NCCc1ccc(O)c(C2CCCCC2)c1,test,-1
CCc1cc(CCN)ccc1O,test,-1
NCCc1ccc(S(=O)(=O)F)cc1,test,-1
C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)CC2C(=O)CCC(=O)O1,test,-1
CCCCCCCC(=O)O[C@H](COC(=O)CCCC)CO[P@@](=O)(O)OC[C@@H](O)CO,test,-1
Cn1cc(C(=O)Cc2ccccc2)cc1/C=C/C(=O)NO,test,-1
CC(NC(=O)OCc1ccccc1)C(=O)NC[PH](=O)(=O)OC(Cc1ccccc1)C(=O)O,test,-1
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,test,-1
N[C@@H](O)CC[C@@H](N)Cc1ccc(O)cc1,test,-1
COc1cc2cnc3c(c2cc1OC)Cc1cc2c(cc1-3)OCO2,test,-1
CCCCCCCOc1cccc(C(=O)O)c1,test,-1
C#C[C@H]1CC[C@@H](CN)N1C(=O)C(N)C1CCCC1,test,-1
CCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](N)[C@H]1O,test,-1
Cc1csc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1,test,-1
Cc1csc(NC(=O)c2nc(Sc3nncn3C)ccc2Sc2ccc(F)cc2)n1,test,-1
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,test,-1
Cn1ncc2ncnc(NCCc3cnc(NC(=O)Nc4cccc(C(F)(F)F)c4)s3)c21,test,-1
Cc1ccc(CNS(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1,test,-1
CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,test,-1
NC(Cc1cccc2ccccc12)C(=O)O,test,-1
NCCCCNNC(=O)C1CCCN1C(=O)OCc1ccccc1,test,-1
CCCCCCCC/N=C1\OC[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)N12,test,-1
CS(=O)(=O)c1ccc(C(=N)N)cc1,test,-1
C=c1[nH]c(=Cc2c(O)[nH]c3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc23)c(C)c1C,test,-1
CCCCCCCC/N=C1\SC[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)N12,test,-1
Cc1c2ccccc2c(CCC(=O)O)c2ccccc12,test,-1
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,test,-1
COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,test,-1
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CCC2=O,test,-1
CN(C)c1cccc2c(S(=O)(=O)O)cccc12,test,-1
CC(C)SCCC(N)C(=O)C(O)NNC(=O)c1cccc(Cl)c1,test,-1
CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](N)[C@H]1O,test,-1
CC(C)[C@@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,test,-1
CC(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F,test,-1
CC(O)(C(=O)O)c1ccccc1,test,-1
c1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc3[nH]cnc3c2)n1,test,-1
CC(=O)N[C@@H](Cc1ccccc1)C(O)(O)C(F)(F)F,test,-1
CC(=O)N1CCCCC1C(=O)O,test,-1
C[C@@H]1CN1C1=CC(=O)c2c(c(CO)c(-c3ccccc3)n2C)C1=O,test,-1
CCCCS(=O)(=O)CCC(=O)O,test,-1
CCOC(=O)N1CCC(Nc2cc(C)ccn2)CC1,test,-1
Cc1cc(N)nc(CCNC(=O)c2ccc(C#N)cc2)c1,test,-1
CNC(=O)C(Cc1ccccc1)NC(=O)Nc1n[nH]c(=S)s1,test,-1
CC(N)C(=O)c1nnc(C(C)(C)C)o1,test,-1
CCNc1nc(Cl)nc(NC(C)C)n1,test,-1
c1ccc(-p2c(-c3ccccn3)c3c(c2-c2ccccn2)CCCC3)cc1,test,-1
CC[C@H]1O[C@@]2(C)[C@@H](O)[C@H](/C=C/C=C/C=C/c3oc(=O)cc(OC)c3C)O[C@]1(C)[C@H]2OC(C)=O,test,-1
O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1ccc(C(=O)O)cc1OC(F)(F)F,test,-1
O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1,test,-1
NC(=O)C[C@@H]1CCCc2sc3nc(C(=O)NCc4ccc5c(c4)NC(=O)CO5)[nH]c(=O)c3c21,test,-1
NC(=O)c1c(NC(=O)C2CC2)sc2c1CCCC2,test,-1
CCOC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NNCCCCN,test,-1
CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,test,-1
C=CCc1c(O)n2c(N(C)C)nc3ccc(C)cc3n2c1=O,test,-1
CN(C)C(=O)c1ccc(S(=O)(=O)c2ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c2)cc1,test,-1
O=[PH](=O)(O)C(O)(Cc1cccc(-c2cccc(-c3ccccc3)c2)c1)[PH](=O)(=O)O,test,-1
N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,test,-1
CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NCCN(C)C)cs4)cc3c21,test,-1
COc1ccccc1-c1ccc(C(=O)O)o1,test,-1
O=C(O)c1ccc(-c2ccccc2[N+](=O)[O-])o1,test,-1
O=[PH](=O)(O)C(O)(Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1)[PH](=O)(=O)O,test,-1
O=[PH](=O)(O)C(O)(Cc1cccc(-c2cccc3c2oc2ccccc23)c1)[PH](=O)(=O)O,test,-1
NCc1ccccc1-c1ccccc1,test,-1
CCCCCCCCCCNCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,test,-1
CC(C)c1c(O)c(C2=NS(=O)(=O)c3ccccc32)c(O)n1Cc1ccccc1,test,-1
COc1ccc([C@H](Cc2cc([N+](=O)[O-])ccc2OC)c2c[nH]c(N)n2)cc1F,test,-1
CCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCC,test,-1
O=[N+]([O-])c1ccc(O[PH](=O)(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,test,-1
C[C@](O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,test,-1
O=[PH](=O)(O)[C@@H](CCCc1cccc(Oc2ccccc2)c1)S(=O)(=O)O,test,-1
C[C@](O)(COc1ccc([N+](=O)[O-])cc1)[C@@H](O)Nc1ccc(C#N)c(C(F)(F)F)c1,test,-1
C[C@](O)(COc1c(F)c(F)c(F)c(F)c1F)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,test,-1
CC(=O)Nc1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,test,-1
O=P(O)(O)[C@@H](CCCc1ccc(-c2ccccc2)cc1)S(=O)(=O)O,test,-1
Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,test,-1
O=[PH](=O)(O)C(O)(COc1cccc(-c2cccc(-c3ccccc3)c2)c1)[PH](=O)(=O)O,test,-1
COc1ccc(C)cc1OCc1ccccn1,test,-1
COc1ccc(C)c(OCc2ccncc2)c1,test,-1
CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccccc2C(=O)O)ccc1Br,test,-1
Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1,test,-1
COc1ccc2sc3c(c2c1)NC[C@@H](CN)NC3=O,test,-1
CCCC(=O)NC1C(=O)C(O)C(CO)OC1NOC(=O)Nc1ccccc1,test,-1
CC(NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)NC=O,test,-1
CC(NC(=O)C(Cc1ccccc1)C(=O)NO)C(=O)NCC(=O)Nc1ccc([N+](=O)[O-])cc1,test,-1
O[C@@H]1Cc2c(cc3ccc4cccc5ccc2c3c45)[C@@H](O)[C@@H]1O,test,-1
CC[C@@H](NC=O)c1ccccc1,test,-1
O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1,test,-1
O=c1[nH]c(=O)n(COCCO)c(O)c1Cc1cccc(OCc2ccccc2)c1,test,-1
CC(C)(C)c1ccc(S(=O)(=O)O)cc1,test,-1
CN1c2ccccc2C(C#N)(C(=O)NCCC(=O)O)c2ccccc21,test,-1
CC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2)cc1,test,-1
Cc1ccc2c(c1)c1c3c(c(C)cc1n2CCCN)C(=O)NC3=O,test,-1
O=C(NN=Cc1cc(Br)c(O)c(Br)c1O)c1cccnc1,test,-1
CC(C)CC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,test,-1
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,test,-1
N[C@H](CCc1ccccc1)[PH](=O)(=O)CC(Cc1ccccc1)C(=O)O,test,-1
CC(=N)NCCCC(NC(=O)c1ccccc1)C(N)=O,test,-1
O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccc(F)cc12,test,-1
CCC(=O)c1ccc(F)c([C@@H]2C[C@@H]2NC(=O)Nc2ccc(Br)cn2)c1O,test,-1
Nc1nc2cc3nc(N)[nH]c3cc2c(=O)[nH]1,test,-1
O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,test,-1
C[C@](O)(CBr)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,test,-1
C[C@@H](CNS(C)(=O)=O)c1ccc(-c2ccc([C@@H](C)CNS(C)(=O)=O)cc2)cc1,test,-1
CN1CCC[C@@H]1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,test,-1
NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,test,-1
CN1CCC[C@H]1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,test,-1
O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1,test,-1
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,test,-1
N[C@@]1(Cc2ccccc2)CCN2CCC(C=O)N2C1=O,test,-1
O=C(c1ccccc1)c1ccc(O)c(O)c1[N+](=O)[O-],test,-1
CCCCSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O,test,-1
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)C(N)[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,test,-1
C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,test,-1
Cc1cccc2c1C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2,test,-1
Cc1ccc2c(c1)N=C1N(c3ccccc3)CC[C@@]1(O)C2=O,test,-1
O=C1c2ccccc2N=C2N(c3ccccc3)CC[C@@]12O,test,-1
COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,test,-1
Cc1cccc([C@]23SCCN2C(=O)c2ccccc23)c1,test,-1
COC(=O)C1CS[C@]2(c3ccccc3)c3ccccc3C(=O)N12,test,-1
Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCc4ccccn4)cc[nH]c3=O)nc12,test,-1
NS(=O)(=O)c1ccc(NC(=O)c2ccccc2S)cc1,test,-1
O=C(O)Cc1ccc(-c2ccccc2)cc1,test,-1
Oc1ccc(-c2ccccc2)cc1O,test,-1
O[C@@H]1Cc2c(ccc3ccc4ccccc4c23)[C@@H](O)[C@@H]1O,test,-1
O=[PH](=O)(O)Oc1ccc(Cc2ccc(O[PH](=O)(=O)O)cc2)cc1,test,-1
CC(C)(C)OC(=O)NCc1c[nH]c2nc(N)[nH]c(=O)c12,test,-1
[O-][S@+](O)c1ccccc1-c1ccccc1,test,-1
O=C(O)C(Cc1ccccc1)CC(O)(O)C[N+](=O)[O-],test,-1
Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,test,-1
Nc1cccc(Sc2ccc(/C=C/C(=O)N3CCOCC3)c(C(F)(F)F)c2C(F)(F)F)c1,test,-1
Cc1ccc2c(c1)CC[C@@H](C[PH](=O)O)O2,test,-1
COc1ccc(Nc2nc(N)c(C(=O)c3ccc(OC)cc3)s2)cc1,test,-1
Nc1nc(Nc2cccc(Cl)c2)sc1C(=O)c1ccc(F)cc1,test,-1
C[C@H](c1ccc(Cl)cc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,test,-1
Nc1c(Br)c(C(=O)O)c(Br)c(C(=O)O)c1Br,test,-1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Br)Br,test,-1
O=C1C(c2c(O)[nH]c3ccc(Br)cc23)=Nc2ccccc21,test,-1
C[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](OC1c3ccccc3CCc3ccccc31)C2,test,-1
CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,test,-1
O=C(Nc1ccccc1)Nc1ccccc1,test,-1
O=CCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,test,-1
O=C(O)CCCc1nc(-c2cccc([N+](=O)[O-])c2)no1,test,-1
N=C(N)NCCCCNC(=O)c1csc(-c2cscn2)n1,test,-1
COc1cc(O)c(C(=O)C=Cc2ccc(O)cc2)cc1CC=C(C)C,test,-1
CN(C)C[C@H](O)COc1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,test,-1
Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,test,-1
O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,test,-1
